year,course,age_group,gender,relay_count,distance,stroke,basetime,basetime_in_sec
2013,S,SCM,F,1,200,FREE,1:51.17,111.17
2013,S,SCM,F,1,400,FREE,3:54.85,234.85
2013,S,SCM,F,1,800,FREE,8:01.06,481.06
2013,S,SCM,F,1,1500,FREE,15:28.65,928.65
2013,S,SCM,F,1,50,BACK,25.70,25.7
2013,S,SCM,F,1,100,BACK,55.23,55.23
2013,S,SCM,F,1,200,BACK,2:00.03,120.03
2013,S,SCM,F,1,50,BREAST,28.80,28.8
2013,S,SCM,F,1,100,BREAST,1:02.70,62.7
2013,S,SCM,F,1,200,BREAST,2:14.57,134.57
2013,S,SCM,F,1,50,FLY,24.38,24.38
2013,S,SCM,F,1,100,FLY,55.05,55.05
2013,S,SCM,F,1,200,FLY,2:00.78,120.78
2013,S,SCM,F,1,200,MEDLEY,2:04.60,124.6
2013,S,SCM,F,1,400,MEDLEY,4:21.04,261.04
2013,S,SCM,F,1,100,MEDLEY,57.74,57.74
2013,S,SCM,F,4,50,FREE,1:33.25,93.25
2013,S,SCM,F,4,100,FREE,3:28.22,208.22
2013,S,SCM,F,4,200,FREE,7:35.94,455.94
2013,S,SCM,F,4,50,MEDLEY,1:42.69,102.69
2013,S,SCM,F,4,100,MEDLEY,3:45.56,225.56
2014,S,LCM,M,1,50,FREE,20.91,20.91
2014,S,LCM,M,1,100,FREE,46.91,46.91
2014,S,LCM,M,1,200,FREE,1:42.00,102
2014,S,LCM,M,1,400,FREE,3:40.07,220.07
2014,S,LCM,M,1,800,FREE,7:32.12,452.12
2014,S,LCM,M,1,1500,FREE,14:31.02,871.02
2014,S,LCM,M,1,50,BACK,24.04,24.04
2014,S,LCM,M,1,100,BACK,51.94,51.94
2014,S,LCM,M,1,200,BACK,1:51.92,111.92
2014,S,LCM,M,1,50,BREAST,26.67,26.67
2014,S,LCM,M,1,100,BREAST,58.46,58.46
2014,S,LCM,M,1,200,BREAST,2:07.01,127.01
2014,S,LCM,M,1,50,FLY,22.43,22.43
2014,S,LCM,M,1,100,FLY,49.82,49.82
2014,S,LCM,M,1,200,FLY,1:51.51,111.51
2014,S,LCM,M,1,200,MEDLEY,1:54.00,114
2014,S,LCM,M,1,400,MEDLEY,4:03.84,243.84
2014,S,LCM,M,4,100,FREE,3:08.24,188.24
2014,S,LCM,M,4,200,FREE,6:58.55,418.55
2014,S,LCM,M,4,100,MEDLEY,3:27.28,207.28
2014,S,LCM,M,4,50,FREE,1:24.85,84.85
2014,S,LCM,M,4,50,MEDLEY,1:33.43,93.43
2014,S,LCM,F,1,50,FREE,23.73,23.73
2014,S,LCM,F,1,100,FREE,52.07,52.07
2014,S,LCM,F,1,200,FREE,1:52.98,112.98
2014,S,LCM,F,1,400,FREE,3:59.15,239.15
2014,S,LCM,F,1,800,FREE,8:13.86,493.86
2014,S,LCM,F,1,1500,FREE,15:36.53,936.53
2014,S,LCM,F,1,50,BACK,27.06,27.06
2014,S,LCM,F,1,100,BACK,58.12,58.12
2014,S,LCM,F,1,200,BACK,2:04.06,124.06
2014,S,LCM,F,1,50,BREAST,29.48,29.48
2014,S,LCM,F,1,100,BREAST,1:04.35,64.35
2014,S,LCM,F,1,200,BREAST,2:19.11,139.11
2014,S,LCM,F,1,50,FLY,25.07,25.07
2014,S,LCM,F,1,100,FLY,55.98,55.98
2014,S,LCM,F,1,200,FLY,2:01.81,121.81
2014,S,LCM,F,1,200,MEDLEY,2:06.15,126.15
2014,S,LCM,F,1,400,MEDLEY,4:28.43,268.43
2014,S,LCM,F,4,100,FREE,3:31.72,211.72
2014,S,LCM,F,4,200,FREE,7:42.08,462.08
2014,S,LCM,F,4,100,MEDLEY,3:52.05,232.05
2014,S,LCM,F,4,50,FREE,1:36.77,96.77
2014,S,LCM,F,4,50,MEDLEY,1:46.06,106.06
2014,S,SCM,M,1,50,FREE,20.30,20.3
2014,S,SCM,M,1,100,FREE,44.94,44.94
2014,S,SCM,M,1,200,FREE,1:39.37,99.37
2014,S,SCM,M,1,400,FREE,3:32.25,212.25
2014,S,SCM,M,1,800,FREE,7:23.42,443.42
2014,S,SCM,M,1,1500,FREE,14:10.10,850.1
2014,S,SCM,M,1,50,BACK,22.61,22.61
2014,S,SCM,M,1,100,BACK,48.94,48.94
2014,S,SCM,M,1,200,BACK,1:46.11,106.11
2014,S,SCM,M,1,50,BREAST,25.25,25.25
2014,S,SCM,M,1,100,BREAST,55.61,55.61
2014,S,SCM,M,1,200,BREAST,2:00.67,120.67
2014,S,SCM,M,1,50,FLY,21.80,21.8
2014,S,SCM,M,1,100,FLY,48.48,48.48
2014,S,SCM,M,1,200,FLY,1:48.56,108.56
2014,S,SCM,M,1,200,MEDLEY,1:49.63,109.63
2014,S,SCM,M,1,400,MEDLEY,3:55.50,235.5
2014,S,SCM,M,1,100,MEDLEY,50.71,50.71
2014,S,SCM,M,4,50,FREE,1:23.36,83.36
2014,S,SCM,M,4,100,FREE,3:03.30,183.3
2014,S,SCM,M,4,200,FREE,6:49.04,409.04
2014,S,SCM,M,4,50,MEDLEY,1:33.65,93.65
2014,S,SCM,M,4,100,MEDLEY,3:19.16,199.16
2014,S,SCM,F,1,50,FREE,23.24,23.24
2014,S,SCM,F,1,100,FREE,51.01,51.01
2014,S,SCM,F,1,200,FREE,1:51.17,111.17
2014,S,SCM,F,1,400,FREE,3:54.52,234.52
2014,S,SCM,F,1,800,FREE,7:59.34,479.34
2014,S,SCM,F,1,1500,FREE,15:26.95,926.95
2014,S,SCM,F,1,50,BACK,25.70,25.7
2014,S,SCM,F,1,100,BACK,55.23,55.23
2014,S,SCM,F,1,200,BACK,2:00.03,120.03
2014,S,SCM,F,1,50,BREAST,28.80,28.8
2014,S,SCM,F,1,100,BREAST,1:02.36,62.36
2014,S,SCM,F,1,200,BREAST,2:14.57,134.57
2014,S,SCM,F,1,50,FLY,24.38,24.38
2014,S,SCM,F,1,100,FLY,55.05,55.05
2014,S,SCM,F,1,200,FLY,2:00.78,120.78
2014,S,SCM,F,1,200,MEDLEY,2:03.20,123.2
2014,S,SCM,F,1,400,MEDLEY,4:20.85,260.85
2014,S,SCM,F,1,100,MEDLEY,57.45,57.45
2014,S,SCM,F,4,50,FREE,1:37.04,97.04
2014,S,SCM,F,4,100,FREE,3:28.22,208.22
2014,S,SCM,F,4,200,FREE,7:35.94,455.94
2014,S,SCM,F,4,50,MEDLEY,1:45.92,105.92
2014,S,SCM,F,4,100,MEDLEY,3:45.56,225.56
2015,S,LCM,M,1,50,FREE,20.91,20.91
2015,S,LCM,M,1,100,FREE,46.91,46.91
2015,S,LCM,M,1,200,FREE,1:42.00,102
2015,S,LCM,M,1,400,FREE,3:40.07,220.07
2015,S,LCM,M,1,800,FREE,7:32.12,452.12
2015,S,LCM,M,1,1500,FREE,14:31.02,871.02
2015,S,LCM,M,1,50,BACK,24.04,24.04
2015,S,LCM,M,1,100,BACK,51.94,51.94
2015,S,LCM,M,1,200,BACK,1:51.92,111.92
2015,S,LCM,M,1,50,BREAST,26.67,26.67
2015,S,LCM,M,1,100,BREAST,58.46,58.46
2015,S,LCM,M,1,200,BREAST,2:07.01,127.01
2015,S,LCM,M,1,50,FLY,22.43,22.43
2015,S,LCM,M,1,100,FLY,49.82,49.82
2015,S,LCM,M,1,200,FLY,1:51.51,111.51
2015,S,LCM,M,1,200,MEDLEY,1:54.00,114
2015,S,LCM,M,1,400,MEDLEY,4:03.84,243.84
2015,S,LCM,M,4,100,FREE,3:08.24,188.24
2015,S,LCM,M,4,200,FREE,6:58.55,418.55
2015,S,LCM,M,4,100,MEDLEY,3:27.28,207.28
2015,S,LCM,M,4,50,FREE,1:24.85,84.85
2015,S,LCM,M,4,50,MEDLEY,1:33.43,93.43
2015,S,LCM,F,1,50,FREE,23.73,23.73
2015,S,LCM,F,1,100,FREE,52.07,52.07
2015,S,LCM,F,1,200,FREE,1:52.98,112.98
2015,S,LCM,F,1,400,FREE,3:58.37,238.37
2015,S,LCM,F,1,800,FREE,8:11.00,491
2015,S,LCM,F,1,1500,FREE,15:28.36,928.36
2015,S,LCM,F,1,50,BACK,27.06,27.06
2015,S,LCM,F,1,100,BACK,58.12,58.12
2015,S,LCM,F,1,200,BACK,2:04.06,124.06
2015,S,LCM,F,1,50,BREAST,29.48,29.48
2015,S,LCM,F,1,100,BREAST,1:04.35,64.35
2015,S,LCM,F,1,200,BREAST,2:19.11,139.11
2015,S,LCM,F,1,50,FLY,24.43,24.43
2015,S,LCM,F,1,100,FLY,55.98,55.98
2015,S,LCM,F,1,200,FLY,2:01.81,121.81
2015,S,LCM,F,1,200,MEDLEY,2:06.15,126.15
2015,S,LCM,F,1,400,MEDLEY,4:28.43,268.43
2015,S,LCM,F,4,100,FREE,3:30.98,210.98
2015,S,LCM,F,4,200,FREE,7:42.08,462.08
2015,S,LCM,F,4,100,MEDLEY,3:52.05,232.05
2015,S,LCM,F,4,50,FREE,1:36.60,96.6
2015,S,LCM,F,4,50,MEDLEY,1:46.24,106.24
2015,S,SCM,M,1,50,FREE,20.26,20.26
2015,S,SCM,M,1,100,FREE,44.94,44.94
2015,S,SCM,M,1,200,FREE,1:39.37,99.37
2015,S,SCM,M,1,400,FREE,3:32.25,212.25
2015,S,SCM,M,1,800,FREE,7:23.42,443.42
2015,S,SCM,M,1,1500,FREE,14:10.10,850.1
2015,S,SCM,M,1,50,BACK,22.22,22.22
2015,S,SCM,M,1,100,BACK,48.94,48.94
2015,S,SCM,M,1,200,BACK,1:46.11,106.11
2015,S,SCM,M,1,50,BREAST,25.25,25.25
2015,S,SCM,M,1,100,BREAST,55.61,55.61
2015,S,SCM,M,1,200,BREAST,2:00.48,120.48
2015,S,SCM,M,1,50,FLY,21.80,21.8
2015,S,SCM,M,1,100,FLY,48.44,48.44
2015,S,SCM,M,1,200,FLY,1:48.56,108.56
2015,S,SCM,M,1,200,MEDLEY,1:49.63,109.63
2015,S,SCM,M,1,400,MEDLEY,3:55.50,235.5
2015,S,SCM,M,1,100,MEDLEY,50.66,50.66
2015,S,SCM,M,4,50,FREE,1:22.60,82.6
2015,S,SCM,M,4,100,FREE,3:03.30,183.3
2015,S,SCM,M,4,200,FREE,6:49.04,409.04
2015,S,SCM,M,4,50,MEDLEY,1:30.51,90.51
2015,S,SCM,M,4,100,MEDLEY,3:19.16,199.16
2015,S,SCM,F,1,50,FREE,23.24,23.24
2015,S,SCM,F,1,100,FREE,51.01,51.01
2015,S,SCM,F,1,200,FREE,1:50.78,110.78
2015,S,SCM,F,1,400,FREE,3:54.52,234.52
2015,S,SCM,F,1,800,FREE,7:59.34,479.34
2015,S,SCM,F,1,1500,FREE,15:19.71,919.71
2015,S,SCM,F,1,50,BACK,25.67,25.67
2015,S,SCM,F,1,100,BACK,55.03,55.03
2015,S,SCM,F,1,200,BACK,1:59.23,119.23
2015,S,SCM,F,1,50,BREAST,28.80,28.8
2015,S,SCM,F,1,100,BREAST,1:02.36,62.36
2015,S,SCM,F,1,200,BREAST,2:14.57,134.57
2015,S,SCM,F,1,50,FLY,24.38,24.38
2015,S,SCM,F,1,100,FLY,54.61,54.61
2015,S,SCM,F,1,200,FLY,1:59.61,119.61
2015,S,SCM,F,1,200,MEDLEY,2:01.86,121.86
2015,S,SCM,F,1,400,MEDLEY,4:19.86,259.86
2015,S,SCM,F,1,100,MEDLEY,56.70,56.7
2015,S,SCM,F,4,50,FREE,1:34.24,94.24
2015,S,SCM,F,4,100,FREE,3:26.53,206.53
2015,S,SCM,F,4,200,FREE,7:32.85,452.85
2015,S,SCM,F,4,50,MEDLEY,1:44.04,104.04
2015,S,SCM,F,4,100,MEDLEY,3:45.56,225.56
2016,S,LCM,M,1,50,FREE,20.91,20.91
2016,S,LCM,M,1,100,FREE,46.91,46.91
2016,S,LCM,M,1,200,FREE,1:42.00,102
2016,S,LCM,M,1,400,FREE,3:40.07,220.07
2016,S,LCM,M,1,800,FREE,7:32.12,452.12
2016,S,LCM,M,1,1500,FREE,14:31.02,871.02
2016,S,LCM,M,1,50,BACK,24.04,24.04
2016,S,LCM,M,1,100,BACK,51.94,51.94
2016,S,LCM,M,1,200,BACK,1:51.92,111.92
2016,S,LCM,M,1,50,BREAST,26.42,26.42
2016,S,LCM,M,1,100,BREAST,57.92,57.92
2016,S,LCM,M,1,200,BREAST,2:07.01,127.01
2016,S,LCM,M,1,50,FLY,22.43,22.43
2016,S,LCM,M,1,100,FLY,49.82,49.82
2016,S,LCM,M,1,200,FLY,1:51.51,111.51
2016,S,LCM,M,1,200,MEDLEY,1:54.00,114
2016,S,LCM,M,1,400,MEDLEY,4:03.84,243.84
2016,S,LCM,M,4,100,FREE,3:08.24,188.24
2016,S,LCM,M,4,200,FREE,6:58.55,418.55
2016,S,LCM,M,4,100,MEDLEY,3:27.28,207.28
2016,S,LCM,M,4,50,FREE,1:24.85,84.85
2016,S,LCM,M,4,50,MEDLEY,1:33.43,93.43
2016,S,LCM,F,1,50,FREE,23.73,23.73
2016,S,LCM,F,1,100,FREE,52.07,52.07
2016,S,LCM,F,1,200,FREE,1:52.98,112.98
2016,S,LCM,F,1,400,FREE,3:58.37,238.37
2016,S,LCM,F,1,800,FREE,8:07.39,487.39
2016,S,LCM,F,1,1500,FREE,15:25.48,925.48
2016,S,LCM,F,1,50,BACK,27.06,27.06
2016,S,LCM,F,1,100,BACK,58.12,58.12
2016,S,LCM,F,1,200,BACK,2:04.06,124.06
2016,S,LCM,F,1,50,BREAST,29.48,29.48
2016,S,LCM,F,1,100,BREAST,1:04.35,64.35
2016,S,LCM,F,1,200,BREAST,2:19.11,139.11
2016,S,LCM,F,1,50,FLY,24.43,24.43
2016,S,LCM,F,1,100,FLY,55.64,55.64
2016,S,LCM,F,1,200,FLY,2:01.81,121.81
2016,S,LCM,F,1,200,MEDLEY,2:06.12,126.12
2016,S,LCM,F,1,400,MEDLEY,4:28.43,268.43
2016,S,LCM,F,4,100,FREE,3:30.98,210.98
2016,S,LCM,F,4,200,FREE,7:42.08,462.08
2016,S,LCM,F,4,100,MEDLEY,3:52.05,232.05
2016,S,LCM,F,4,50,FREE,1:36.60,96.6
2016,S,LCM,F,4,50,MEDLEY,1:46.24,106.24
2016,S,SCM,M,1,50,FREE,20.26,20.26
2016,S,SCM,M,1,100,FREE,44.94,44.94
2016,S,SCM,M,1,200,FREE,1:39.37,99.37
2016,S,SCM,M,1,400,FREE,3:32.25,212.25
2016,S,SCM,M,1,800,FREE,7:23.42,443.42
2016,S,SCM,M,1,1500,FREE,14:08.06,848.06
2016,S,SCM,M,1,50,BACK,22.22,22.22
2016,S,SCM,M,1,100,BACK,48.92,48.92
2016,S,SCM,M,1,200,BACK,1:45.63,105.63
2016,S,SCM,M,1,50,BREAST,25.25,25.25
2016,S,SCM,M,1,100,BREAST,55.61,55.61
2016,S,SCM,M,1,200,BREAST,2:00.48,120.48
2016,S,SCM,M,1,50,FLY,21.80,21.8
2016,S,SCM,M,1,100,FLY,48.44,48.44
2016,S,SCM,M,1,200,FLY,1:48.56,108.56
2016,S,SCM,M,1,200,MEDLEY,1:49.63,109.63
2016,S,SCM,M,1,400,MEDLEY,3:55.50,235.5
2016,S,SCM,M,1,100,MEDLEY,50.66,50.66
2016,S,SCM,M,4,50,FREE,1:22.60,82.6
2016,S,SCM,M,4,100,FREE,3:03.30,183.3
2016,S,SCM,M,4,200,FREE,6:49.04,409.04
2016,S,SCM,M,4,50,MEDLEY,1:30.51,90.51
2016,S,SCM,M,4,100,MEDLEY,3:19.16,199.16
2016,S,SCM,F,1,50,FREE,23.24,23.24
2016,S,SCM,F,1,100,FREE,50.91,50.91
2016,S,SCM,F,1,200,FREE,1:50.78,110.78
2016,S,SCM,F,1,400,FREE,3:54.52,234.52
2016,S,SCM,F,1,800,FREE,7:59.34,479.34
2016,S,SCM,F,1,1500,FREE,15:19.71,919.71
2016,S,SCM,F,1,50,BACK,25.67,25.67
2016,S,SCM,F,1,100,BACK,55.03,55.03
2016,S,SCM,F,1,200,BACK,1:59.23,119.23
2016,S,SCM,F,1,50,BREAST,28.80,28.8
2016,S,SCM,F,1,100,BREAST,1:02.36,62.36
2016,S,SCM,F,1,200,BREAST,2:14.57,134.57
2016,S,SCM,F,1,50,FLY,24.38,24.38
2016,S,SCM,F,1,100,FLY,54.61,54.61
2016,S,SCM,F,1,200,FLY,1:59.61,119.61
2016,S,SCM,F,1,200,MEDLEY,2:01.86,121.86
2016,S,SCM,F,1,400,MEDLEY,4:19.46,259.46
2016,S,SCM,F,1,100,MEDLEY,56.67,56.67
2016,S,SCM,F,4,50,FREE,1:34.24,94.24
2016,S,SCM,F,4,100,FREE,3:26.53,206.53
2016,S,SCM,F,4,200,FREE,7:32.85,452.85
2016,S,SCM,F,4,50,MEDLEY,1:44.04,104.04
2016,S,SCM,F,4,100,MEDLEY,3:45.20,225.2
2017,S,LCM,M,1,50,FREE,20.91,20.91
2017,S,LCM,M,1,100,FREE,46.91,46.91
2017,S,LCM,M,1,200,FREE,1:42.00,102
2017,S,LCM,M,1,400,FREE,3:40.07,220.07
2017,S,LCM,M,1,800,FREE,7:32.12,452.12
2017,S,LCM,M,1,1500,FREE,14:31.02,871.02
2017,S,LCM,M,1,50,BACK,24.04,24.04
2017,S,LCM,M,1,100,BACK,51.85,51.85
2017,S,LCM,M,1,200,BACK,1:51.92,111.92
2017,S,LCM,M,1,50,BREAST,26.42,26.42
2017,S,LCM,M,1,100,BREAST,57.13,57.13
2017,S,LCM,M,1,200,BREAST,2:07.01,127.01
2017,S,LCM,M,1,50,FLY,22.43,22.43
2017,S,LCM,M,1,100,FLY,49.82,49.82
2017,S,LCM,M,1,200,FLY,1:51.51,111.51
2017,S,LCM,M,1,200,MEDLEY,1:54.00,114
2017,S,LCM,M,1,400,MEDLEY,4:03.84,243.84
2017,S,LCM,M,4,100,FREE,3:08.24,188.24
2017,S,LCM,M,4,200,FREE,6:58.55,418.55
2017,S,LCM,M,4,100,MEDLEY,3:27.28,207.28
2017,S,LCM,M,4,50,FREE,1:24.85,84.85
2017,S,LCM,M,4,50,MEDLEY,1:33.43,93.43
2017,S,LCM,F,1,50,FREE,23.73,23.73
2017,S,LCM,F,1,100,FREE,52.06,52.06
2017,S,LCM,F,1,200,FREE,1:52.98,112.98
2017,S,LCM,F,1,400,FREE,3:56.46,236.46
2017,S,LCM,F,1,800,FREE,8:04.79,484.79
2017,S,LCM,F,1,1500,FREE,15:25.48,925.48
2017,S,LCM,F,1,50,BACK,27.06,27.06
2017,S,LCM,F,1,100,BACK,58.12,58.12
2017,S,LCM,F,1,200,BACK,2:04.06,124.06
2017,S,LCM,F,1,50,BREAST,29.48,29.48
2017,S,LCM,F,1,100,BREAST,1:04.35,64.35
2017,S,LCM,F,1,200,BREAST,2:19.11,139.11
2017,S,LCM,F,1,50,FLY,24.43,24.43
2017,S,LCM,F,1,100,FLY,55.48,55.48
2017,S,LCM,F,1,200,FLY,2:01.81,121.81
2017,S,LCM,F,1,200,MEDLEY,2:06.12,126.12
2017,S,LCM,F,1,400,MEDLEY,4:26.36,266.36
2017,S,LCM,F,4,100,FREE,3:30.65,210.65
2017,S,LCM,F,4,200,FREE,7:42.08,462.08
2017,S,LCM,F,4,100,MEDLEY,3:52.05,232.05
2017,S,LCM,F,4,50,FREE,1:36.53,96.53
2017,S,LCM,F,4,50,MEDLEY,1:46.33,106.33
2017,S,SCM,M,1,50,FREE,20.26,20.26
2017,S,SCM,M,1,100,FREE,44.94,44.94
2017,S,SCM,M,1,200,FREE,1:39.37,99.37
2017,S,SCM,M,1,400,FREE,3:32.25,212.25
2017,S,SCM,M,1,800,FREE,7:23.42,443.42
2017,S,SCM,M,1,1500,FREE,14:08.06,848.06
2017,S,SCM,M,1,50,BACK,22.22,22.22
2017,S,SCM,M,1,100,BACK,48.92,48.92
2017,S,SCM,M,1,200,BACK,1:45.63,105.63
2017,S,SCM,M,1,50,BREAST,25.25,25.25
2017,S,SCM,M,1,100,BREAST,55.61,55.61
2017,S,SCM,M,1,200,BREAST,2:00.44,120.44
2017,S,SCM,M,1,50,FLY,21.80,21.8
2017,S,SCM,M,1,100,FLY,48.08,48.08
2017,S,SCM,M,1,200,FLY,1:48.56,108.56
2017,S,SCM,M,1,200,MEDLEY,1:49.63,109.63
2017,S,SCM,M,1,400,MEDLEY,3:55.50,235.5
2017,S,SCM,M,1,100,MEDLEY,50.30,50.3
2017,S,SCM,M,4,50,FREE,1:22.60,82.6
2017,S,SCM,M,4,100,FREE,3:03.30,183.3
2017,S,SCM,M,4,200,FREE,6:49.04,409.04
2017,S,SCM,M,4,50,MEDLEY,1:30.51,90.51
2017,S,SCM,M,4,100,MEDLEY,3:19.16,199.16
2017,S,SCM,F,1,50,FREE,23.24,23.24
2017,S,SCM,F,1,100,FREE,50.91,50.91
2017,S,SCM,F,1,200,FREE,1:50.78,110.78
2017,S,SCM,F,1,400,FREE,3:54.52,234.52
2017,S,SCM,F,1,800,FREE,7:59.34,479.34
2017,S,SCM,F,1,1500,FREE,15:19.71,919.71
2017,S,SCM,F,1,50,BACK,25.67,25.67
2017,S,SCM,F,1,100,BACK,55.03,55.03
2017,S,SCM,F,1,200,BACK,1:59.23,119.23
2017,S,SCM,F,1,50,BREAST,28.64,28.64
2017,S,SCM,F,1,100,BREAST,1:02.36,62.36
2017,S,SCM,F,1,200,BREAST,2:14.57,134.57
2017,S,SCM,F,1,50,FLY,24.38,24.38
2017,S,SCM,F,1,100,FLY,54.61,54.61
2017,S,SCM,F,1,200,FLY,1:59.61,119.61
2017,S,SCM,F,1,200,MEDLEY,2:01.86,121.86
2017,S,SCM,F,1,400,MEDLEY,4:19.46,259.46
2017,S,SCM,F,1,100,MEDLEY,56.67,56.67
2017,S,SCM,F,4,50,FREE,1:34.24,94.24
2017,S,SCM,F,4,100,FREE,3:26.53,206.53
2017,S,SCM,F,4,200,FREE,7:32.85,452.85
2017,S,SCM,F,4,50,MEDLEY,1:43.27,103.27
2017,S,SCM,F,4,100,MEDLEY,3:45.20,225.2
2017,S,SCM,X,4,50,FREE,1:28.57,88.57
2017,S,SCM,X,4,50,MEDLEY,1:37.17,97.17
2018,S,LCM,M,1,50,FREE,20.91,20.91
2018,S,LCM,M,1,100,FREE,46.91,46.91
2018,S,LCM,M,1,200,FREE,1:42.00,102
2018,S,LCM,M,1,400,FREE,3:40.07,220.07
2018,S,LCM,M,1,800,FREE,7:32.12,452.12
2018,S,LCM,M,1,1500,FREE,14:31.02,871.02
2018,S,LCM,M,1,50,BACK,24.04,24.04
2018,S,LCM,M,1,100,BACK,51.85,51.85
2018,S,LCM,M,1,200,BACK,1:51.92,111.92
2018,S,LCM,M,1,50,BREAST,25.95,25.95
2018,S,LCM,M,1,100,BREAST,57.13,57.13
2018,S,LCM,M,1,200,BREAST,2:06.67,126.67
2018,S,LCM,M,1,50,FLY,22.43,22.43
2018,S,LCM,M,1,100,FLY,49.82,49.82
2018,S,LCM,M,1,200,FLY,1:51.51,111.51
2018,S,LCM,M,1,200,MEDLEY,1:54.00,114
2018,S,LCM,M,1,400,MEDLEY,4:03.84,243.84
2018,S,LCM,M,4,100,FREE,3:08.24,188.24
2018,S,LCM,M,4,200,FREE,6:58.55,418.55
2018,S,LCM,M,4,100,MEDLEY,3:27.28,207.28
2018,S,LCM,M,4,50,FREE,1:24.85,84.85
2018,S,LCM,M,4,50,MEDLEY,1:33.43,93.43
2018,S,LCM,F,1,50,FREE,23.67,23.67
2018,S,LCM,F,1,100,FREE,51.71,51.71
2018,S,LCM,F,1,200,FREE,1:52.98,112.98
2018,S,LCM,F,1,400,FREE,3:56.46,236.46
2018,S,LCM,F,1,800,FREE,8:04.79,484.79
2018,S,LCM,F,1,1500,FREE,15:25.48,925.48
2018,S,LCM,F,1,50,BACK,27.06,27.06
2018,S,LCM,F,1,100,BACK,58.10,58.1
2018,S,LCM,F,1,200,BACK,2:04.06,124.06
2018,S,LCM,F,1,50,BREAST,29.40,29.4
2018,S,LCM,F,1,100,BREAST,1:04.13,64.13
2018,S,LCM,F,1,200,BREAST,2:19.11,139.11
2018,S,LCM,F,1,50,FLY,24.43,24.43
2018,S,LCM,F,1,100,FLY,55.48,55.48
2018,S,LCM,F,1,200,FLY,2:01.81,121.81
2018,S,LCM,F,1,200,MEDLEY,2:06.12,126.12
2018,S,LCM,F,1,400,MEDLEY,4:26.36,266.36
2018,S,LCM,F,4,100,FREE,3:30.65,210.65
2018,S,LCM,F,4,200,FREE,7:42.08,462.08
2018,S,LCM,F,4,100,MEDLEY,3:51.55,231.55
2018,S,LCM,F,4,50,FREE,1:36.61,96.61
2018,S,LCM,F,4,50,MEDLEY,1:46.19,106.19
2018,S,LCM,X,4,100,FREE,3:19.60,199.6
2018,S,LCM,X,4,100,MEDLEY,3:38.56,218.56
2019,S,SCM,M,1,50,FREE,20.26,20.26
2019,S,SCM,M,1,100,FREE,44.94,44.94
2019,S,SCM,M,1,200,FREE,1:39.37,99.37
2019,S,SCM,M,1,400,FREE,3:32.25,212.25
2019,S,SCM,M,1,800,FREE,7:23.42,443.42
2019,S,SCM,M,1,1500,FREE,14:08.06,848.06
2019,S,SCM,M,1,50,BACK,22.22,22.22
2019,S,SCM,M,1,100,BACK,48.88,48.88
2019,S,SCM,M,1,200,BACK,1:45.63,105.63
2019,S,SCM,M,1,50,BREAST,25.25,25.25
2019,S,SCM,M,1,100,BREAST,55.61,55.61
2019,S,SCM,M,1,200,BREAST,2:00.16,120.16
2019,S,SCM,M,1,50,FLY,21.75,21.75
2019,S,SCM,M,1,100,FLY,48.08,48.08
2019,S,SCM,M,1,200,FLY,1:48.24,108.24
2019,S,SCM,M,1,200,MEDLEY,1:49.63,109.63
2019,S,SCM,M,1,400,MEDLEY,3:55.50,235.5
2019,S,SCM,M,1,100,MEDLEY,50.26,50.26
2019,S,SCM,M,4,50,FREE,1:21.80,81.8
2019,S,SCM,M,4,100,FREE,3:03.30,183.3
2019,S,SCM,M,4,200,FREE,6:46.81,406.81
2019,S,SCM,M,4,50,MEDLEY,1:30.44,90.44
2019,S,SCM,M,4,100,MEDLEY,3:19.16,199.16
2019,S,SCM,M,10,50,FREE,3:56.72,236.72
2019,S,SCM,F,1,50,FREE,22.93,22.93
2019,S,SCM,F,1,100,FREE,50.25,50.25
2019,S,SCM,F,1,200,FREE,1:50.34,110.43
2019,S,SCM,F,1,400,FREE,3:53.92,233.92
2019,S,SCM,F,1,800,FREE,7:59.34,479.34
2019,S,SCM,F,1,1500,FREE,15:19.71,919.71
2019,S,SCM,F,1,50,BACK,25.67,25.67
2019,S,SCM,F,1,100,BACK,55.03,55.03
2019,S,SCM,F,1,200,BACK,1:59.23,119.23
2019,S,SCM,F,1,50,BREAST,28.56,28.56
2019,S,SCM,F,1,100,BREAST,1:02.36,62.36
2019,S,SCM,F,1,200,BREAST,2:14.57,134.57
2019,S,SCM,F,1,50,FLY,24.38,24.38
2019,S,SCM,F,1,100,FLY,54.61,54.61
2019,S,SCM,F,1,200,FLY,1:59.61,119.61
2019,S,SCM,F,1,200,MEDLEY,2:01.86,121.86
2019,S,SCM,F,1,400,MEDLEY,4:18.94,258.94
2019,S,SCM,F,1,100,MEDLEY,56.51,56.51
2019,S,SCM,F,4,50,FREE,1:33.91,93.91
2019,S,SCM,F,4,100,FREE,3:26.53,206.53
2019,S,SCM,F,4,200,FREE,7:32.85,452.85
2019,S,SCM,F,4,50,MEDLEY,1:43.38,102.38
2019,S,SCM,F,4,100,MEDLEY,3:45.20,225.2
2019,S,SCM,F,10,50,FREE,4:23.95,263.95
2019,S,SCM,X,4,50,FREE,1:26.38,86.38
2019,S,SCM,X,4,50,MEDLEY,1:35.51,95.51
2019,S,LCM,M,1,50,FREE,20.91,20.91
